date,pm10,so2,co,o3,no2,max,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,cloudcover,uvindex,solarenergy,next_day_aqi,aqi_category,month,day_of_week,dayofweek,is_weekend
2020-03-29,58.0,11.0,12.0,124.0,6.0,124.0,33.39,25.28,28.78,32.78,75.7,77.6,0.003,8.33,14.9,293.8,51.9,9,17.8,91.0,Moderate,3,6,6,True
2020-03-30,65.0,14.0,11.0,91.0,7.0,91.0,32.72,25.0,27.22,29.56,75.4,83.7,0.31,12.5,8.9,234.4,52.8,8,16.8,96.0,Moderate,3,0,0,False
2020-03-31,47.0,11.0,14.0,96.0,6.0,96.0,33.72,25.0,28.0,30.67,75.5,81.0,0.608,4.17,16.7,265.2,52.9,7,15.7,129.0,Unhealthy,3,1,1,False
2020-04-01,51.0,25.0,35.0,129.0,10.0,129.0,33.0,25.0,28.39,31.39,74.7,76.9,0.186,8.33,14.7,320.2,53.5,6,12.9,57.0,Moderate,4,2,2,False
2020-04-02,55.0,25.0,22.0,57.0,7.0,57.0,33.28,26.0,29.0,32.72,74.8,74.4,0.004,4.17,14.7,261.9,46.2,8,18.7,62.0,Moderate,4,3,3,False
2020-04-03,55.0,27.0,22.0,62.0,6.0,62.0,33.0,25.0,28.78,32.89,75.6,77.0,0.228,4.17,10.7,280.3,46.2,7,16.8,83.0,Moderate,4,4,4,False
2020-04-04,66.0,28.0,25.0,83.0,7.0,83.0,32.72,26.0,28.89,33.17,75.9,77.3,0.0,0.0,13.1,300.7,52.9,8,17.7,103.0,Unhealthy,4,5,5,True
2020-04-05,66.0,28.0,19.0,103.0,8.0,103.0,32.39,26.0,28.22,31.44,75.1,78.3,0.001,4.17,8.4,243.5,54.3,7,16.5,73.0,Moderate,4,6,6,True
2020-04-06,56.0,26.0,29.0,73.0,9.0,73.0,32.0,25.0,27.22,29.44,75.5,84.1,1.156,16.67,12.5,264.8,64.2,8,16.2,56.0,Moderate,4,0,0,False
2020-04-07,42.0,25.0,23.0,56.0,9.0,56.0,32.28,25.0,28.33,31.5,74.6,76.6,0.002,4.17,16.6,263.7,58.7,4,8.7,69.0,Moderate,4,1,1,False
2020-04-08,33.0,26.0,13.0,69.0,7.0,69.0,31.72,25.0,28.67,32.61,75.1,76.0,0.001,4.17,16.6,316.3,54.6,8,19.5,73.0,Moderate,4,2,2,False
2020-04-09,59.0,28.0,19.0,73.0,10.0,73.0,31.28,26.0,28.67,33.06,76.1,78.7,0.011,4.17,8.7,350.7,58.2,8,19.7,132.0,Unhealthy,4,3,3,False
2020-04-10,65.0,27.0,26.0,132.0,12.0,132.0,32.72,25.28,28.22,32.0,76.5,82.0,0.343,8.33,12.6,263.8,58.8,8,19.5,135.0,Unhealthy,4,4,4,False
2020-04-11,109.0,27.0,18.0,135.0,6.0,135.0,33.78,25.0,28.89,32.44,75.7,77.6,0.197,4.17,14.5,273.0,54.5,9,21.7,136.0,Unhealthy,4,5,5,True
2020-04-12,82.0,27.0,31.0,136.0,13.0,136.0,33.0,26.0,29.33,34.22,76.8,77.7,0.006,4.17,16.9,349.6,51.5,9,21.2,86.0,Moderate,4,6,6,True
2020-04-13,52.0,26.0,17.0,86.0,9.0,86.0,32.39,25.0,27.83,31.06,76.7,84.7,3.424,12.5,10.1,34.5,63.6,9,20.6,109.0,Unhealthy,4,0,0,False
2020-04-14,54.0,28.0,22.0,109.0,10.0,109.0,31.72,25.0,28.5,32.78,76.8,81.4,0.028,4.17,12.4,34.1,52.1,8,19.1,109.0,Unhealthy,4,1,1,False
2020-04-15,57.0,27.0,19.0,109.0,11.0,109.0,30.83,25.28,27.94,31.72,76.5,82.9,0.192,4.17,10.7,12.3,56.5,7,15.0,87.0,Moderate,4,2,2,False
2020-04-16,60.0,27.0,17.0,87.0,13.0,87.0,32.72,25.28,29.17,33.39,75.9,76.6,0.0,0.0,14.4,31.8,47.8,7,17.9,92.0,Moderate,4,3,3,False
2020-04-17,60.0,27.0,19.0,92.0,11.0,92.0,33.0,26.0,29.17,33.22,75.1,74.3,0.001,4.17,10.3,320.2,47.7,8,19.3,100.0,Moderate,4,4,4,False
2020-04-18,53.0,28.0,15.0,100.0,10.0,100.0,33.39,24.22,28.28,31.78,74.5,76.6,0.0,0.0,10.4,276.5,51.1,9,21.4,147.0,Unhealthy,4,5,5,True
2020-04-19,73.0,29.0,20.0,147.0,14.0,147.0,33.72,25.0,29.5,34.0,75.6,74.2,0.0,0.0,13.6,65.1,42.6,8,19.0,116.0,Unhealthy,4,6,6,True
2020-04-20,78.0,28.0,20.0,116.0,9.0,116.0,33.28,26.28,30.0,35.11,76.2,73.6,0.0,0.0,13.6,27.0,46.1,8,19.1,69.0,Moderate,4,0,0,False
2020-04-21,69.0,28.0,17.0,59.0,10.0,69.0,32.33,27.0,29.33,34.28,75.8,75.0,0.0,0.0,10.7,124.6,56.7,8,18.7,111.0,Unhealthy,4,1,1,False
2020-04-22,111.0,31.0,26.0,75.0,11.0,111.0,34.33,25.28,29.72,33.67,74.7,71.6,0.0,0.0,16.4,78.8,38.2,8,20.9,88.0,Moderate,4,2,2,False
2020-04-23,66.0,27.0,17.0,88.0,9.0,88.0,34.72,27.0,30.39,36.44,76.7,73.1,0.001,4.17,16.9,95.6,42.3,8,21.0,71.0,Moderate,4,3,3,False
2020-04-24,71.0,27.0,22.0,70.0,8.0,71.0,32.28,25.94,28.78,33.22,76.1,78.4,0.008,8.33,14.2,102.9,53.7,7,14.1,77.0,Moderate,4,4,4,False
2020-04-25,64.0,26.0,29.0,77.0,9.0,77.0,32.33,24.28,28.72,31.89,74.2,74.5,0.0,0.0,9.8,105.8,46.3,8,19.2,101.0,Unhealthy,4,5,5,True
2020-04-26,75.0,26.0,23.0,101.0,10.0,101.0,33.0,26.0,28.94,33.11,76.0,77.5,0.234,12.5,11.4,160.9,54.2,9,18.8,131.0,Unhealthy,4,6,6,True
2020-04-27,51.0,25.0,18.0,131.0,8.0,131.0,32.11,25.0,27.44,29.89,75.5,83.2,0.377,20.83,10.7,243.5,65.0,7,15.0,82.0,Moderate,4,0,0,False
2020-04-28,59.0,20.0,22.0,82.0,13.0,82.0,31.72,25.0,27.44,29.5,75.0,81.6,0.156,8.33,13.5,54.5,55.5,6,10.8,85.0,Moderate,4,1,1,False
2020-04-29,67.0,25.0,19.0,85.0,11.0,85.0,32.72,24.28,27.61,30.28,74.5,79.6,0.0,0.0,10.3,202.7,54.0,8,19.1,76.0,Moderate,4,2,2,False
2020-04-30,80.0,22.0,37.0,77.0,17.0,76.0,31.11,25.0,27.83,31.06,75.8,81.8,0.0,0.0,12.0,87.2,66.3,5,12.3,83.0,Moderate,4,3,3,False
2020-05-01,55.0,26.0,21.0,83.0,10.0,83.0,31.33,25.28,28.06,31.17,75.8,81.1,0.0,0.0,10.0,25.9,60.4,7,14.7,80.0,Moderate,5,4,4,False
2020-05-02,36.0,22.0,12.0,80.0,9.0,80.0,29.72,24.72,27.06,29.33,74.6,82.1,0.041,8.33,16.8,257.8,62.6,3,5.7,65.0,Moderate,5,5,5,True
2020-05-03,65.0,34.0,35.0,49.0,11.0,65.0,33.0,25.28,29.17,33.22,75.5,75.5,0.0,0.0,15.0,88.2,53.7,7,17.0,75.0,Moderate,5,6,6,True
2020-05-04,53.0,21.0,14.0,75.0,8.0,75.0,30.06,26.61,28.44,33.28,76.7,81.0,0.104,16.67,11.4,79.0,58.8,7,14.0,73.0,Moderate,5,0,0,False
2020-05-05,53.0,22.0,18.0,73.0,9.0,73.0,33.0,25.28,29.61,34.83,76.8,76.6,0.0,0.0,13.1,78.3,49.9,7,15.4,63.0,Moderate,5,1,1,False
2020-05-06,52.0,22.0,14.0,63.0,7.0,63.0,33.0,26.28,29.28,34.56,77.5,80.1,0.01,4.17,12.3,68.5,52.6,6,14.4,69.0,Moderate,5,2,2,False
2020-05-07,67.0,24.0,18.0,69.0,9.0,69.0,34.0,25.28,30.06,35.06,75.9,72.8,0.0,0.0,16.1,69.5,49.0,8,21.5,120.0,Unhealthy,5,3,3,False
2020-05-08,91.0,22.0,18.0,120.0,10.0,120.0,33.61,26.61,29.44,34.72,77.0,77.9,0.001,4.17,12.8,163.8,51.8,9,21.3,77.0,Moderate,5,4,4,False
2020-05-09,77.0,22.0,22.0,75.0,12.0,77.0,30.28,26.0,28.0,32.22,76.9,83.7,0.043,8.33,6.9,101.6,62.5,6,10.7,81.0,Moderate,5,5,5,True
2020-05-10,72.0,23.0,27.0,81.0,15.0,81.0,32.28,25.17,28.72,33.33,77.1,81.4,0.003,8.33,12.9,251.4,60.3,7,16.5,83.0,Moderate,5,6,6,True
2020-05-11,54.0,24.0,18.0,83.0,8.0,83.0,33.0,26.0,29.39,34.17,76.4,76.7,0.0,0.0,12.8,119.5,56.0,7,17.8,81.0,Moderate,5,0,0,False
2020-05-12,57.0,23.0,20.0,81.0,10.0,81.0,34.0,26.28,30.06,35.89,77.3,76.1,0.0,0.0,12.5,50.2,51.0,8,19.9,79.0,Moderate,5,1,1,False
2020-05-13,55.0,22.0,17.0,79.0,8.0,79.0,32.78,26.0,29.44,34.89,77.3,78.7,0.172,12.5,14.7,80.4,58.3,7,15.1,64.0,Moderate,5,2,2,False
2020-05-14,61.0,23.0,17.0,64.0,12.0,64.0,32.72,25.28,29.44,34.0,75.3,73.4,0.0,0.0,13.1,90.5,41.9,8,20.9,66.0,Moderate,5,3,3,False
2020-05-15,66.0,23.0,18.0,62.0,9.0,66.0,33.72,25.28,29.44,33.44,74.9,73.2,0.0,0.0,17.6,84.9,46.6,9,21.3,77.0,Moderate,5,4,4,False
2020-05-16,65.0,23.0,17.0,77.0,8.0,77.0,34.11,25.0,29.5,33.83,74.9,72.7,0.0,0.0,13.9,91.3,38.1,8,20.9,122.0,Unhealthy,5,5,5,True
2020-05-17,74.0,23.0,18.0,122.0,9.0,122.0,33.11,26.0,29.67,34.67,76.1,74.3,0.001,4.17,11.3,31.5,40.4,7,16.2,79.0,Moderate,5,6,6,True
2020-05-18,62.0,21.0,15.0,79.0,10.0,79.0,31.06,24.0,26.83,29.17,75.7,86.3,0.524,8.33,11.4,344.3,63.2,5,7.7,119.0,Unhealthy,5,0,0,False
2020-05-19,42.0,23.0,15.0,119.0,13.0,119.0,33.0,24.0,28.61,32.06,75.1,77.1,0.002,4.17,13.1,95.8,52.9,6,10.5,73.0,Moderate,5,1,1,False
2020-05-20,61.0,23.0,14.0,73.0,9.0,73.0,33.83,24.83,28.94,33.17,75.9,77.5,1.086,8.33,12.8,86.5,55.8,7,17.4,79.0,Moderate,5,2,2,False
2020-05-21,33.0,23.0,14.0,79.0,12.0,79.0,33.72,24.28,28.67,32.28,75.1,76.9,0.017,4.17,10.3,263.5,61.0,4,9.2,88.0,Moderate,5,3,3,False
2020-05-22,70.0,22.0,16.0,88.0,17.0,88.0,32.28,26.0,29.22,34.56,76.9,78.4,0.006,8.33,10.2,66.5,54.2,8,18.5,87.0,Moderate,5,4,4,False
2020-05-23,42.0,22.0,15.0,87.0,8.0,87.0,33.72,25.0,29.17,32.33,73.9,72.2,0.0,0.0,13.1,237.3,52.0,8,19.5,65.0,Moderate,5,5,5,True
2020-05-24,62.0,21.0,26.0,65.0,11.0,65.0,34.83,25.61,30.06,34.28,74.0,68.1,0.0,0.0,15.9,242.7,42.7,8,20.6,50.0,Good,5,6,6,True
2020-05-25,50.0,25.0,15.0,44.0,9.0,50.0,34.61,26.0,29.56,34.11,75.5,73.8,0.041,8.33,13.5,245.4,47.0,8,17.6,52.0,Moderate,5,0,0,False
2020-05-26,52.0,42.0,18.0,45.0,8.0,52.0,33.83,25.28,29.17,33.22,75.1,74.4,0.0,0.0,13.7,256.6,51.5,7,14.8,76.0,Moderate,5,1,1,False
2020-05-27,37.0,22.0,12.0,76.0,10.0,76.0,32.39,26.0,28.94,32.72,75.0,74.9,0.0,0.0,10.6,292.7,49.0,4,7.2,136.0,Unhealthy,5,2,2,False
2020-05-28,64.0,35.0,16.0,136.0,16.0,136.0,32.61,25.0,28.72,32.83,76.0,78.6,0.0,0.0,8.3,28.1,50.4,6,14.4,134.0,Unhealthy,5,3,3,False
2020-05-29,62.0,27.0,16.0,134.0,12.0,134.0,33.39,26.0,28.83,33.0,76.0,78.0,0.004,8.33,11.1,109.1,49.4,7,17.8,73.0,Moderate,5,4,4,False
2020-05-30,63.0,38.0,36.0,73.0,11.0,73.0,33.78,25.0,29.17,33.22,75.2,74.8,0.001,4.17,14.5,78.3,48.7,7,17.9,66.0,Moderate,5,5,5,True
2020-05-31,54.0,32.0,28.0,66.0,9.0,66.0,33.0,25.28,28.89,32.39,75.1,75.9,0.023,4.17,11.4,145.6,53.1,7,15.9,69.0,Moderate,5,6,6,True
2020-06-01,61.0,23.0,22.0,69.0,10.0,69.0,33.11,25.0,28.61,31.89,74.7,75.8,0.003,8.33,14.2,71.7,55.3,8,18.0,57.0,Moderate,6,0,0,False
2020-06-02,50.0,22.0,20.0,57.0,8.0,57.0,33.61,24.61,28.94,32.78,74.8,74.6,0.003,4.17,16.2,99.4,54.2,8,18.7,48.0,Good,6,1,1,False
2020-06-03,47.0,21.0,14.0,48.0,11.0,48.0,32.28,25.0,28.28,31.94,75.3,78.5,0.193,8.33,15.3,105.4,50.4,8,18.9,56.0,Moderate,6,2,2,False
2020-06-04,56.0,31.0,18.0,41.0,11.0,56.0,33.06,25.0,29.0,32.0,73.2,71.2,0.0,0.0,15.6,96.5,43.5,8,19.7,96.0,Moderate,6,3,3,False
2020-06-05,62.0,24.0,17.0,96.0,12.0,96.0,32.39,25.0,28.56,31.61,74.1,74.6,0.006,4.17,7.9,284.6,56.1,7,18.0,98.0,Moderate,6,4,4,False
2020-06-06,69.0,24.0,16.0,98.0,14.0,98.0,33.39,25.0,28.83,32.11,74.1,73.8,0.032,4.17,7.3,42.5,50.8,8,19.1,96.0,Moderate,6,5,5,True
2020-06-07,66.0,26.0,19.0,96.0,15.0,96.0,33.61,25.28,29.06,32.67,74.1,72.6,0.0,0.0,12.5,89.6,53.0,7,18.0,72.0,Moderate,6,6,6,True
2020-06-08,72.0,23.0,23.0,56.0,12.0,72.0,32.72,26.0,29.06,33.0,75.2,75.2,0.0,0.0,14.2,88.5,56.8,8,18.2,81.0,Moderate,6,0,0,False
2020-06-09,81.0,24.0,38.0,61.0,13.0,81.0,32.0,25.0,27.94,31.22,75.9,81.6,0.0,0.0,6.9,277.3,52.6,7,17.4,67.0,Moderate,6,1,1,False
2020-06-10,67.0,21.0,24.0,61.0,14.0,67.0,33.06,25.28,29.0,33.22,76.0,77.4,0.0,0.0,12.1,87.3,43.5,7,18.1,79.0,Moderate,6,2,2,False
2020-06-11,63.0,24.0,17.0,79.0,10.0,79.0,33.72,26.0,29.17,32.89,74.9,74.1,0.001,4.17,13.9,89.1,53.1,7,17.6,97.0,Moderate,6,3,3,False
2020-06-12,55.0,22.0,14.0,97.0,13.0,97.0,33.0,24.28,28.78,31.72,73.9,73.7,0.156,8.33,11.4,117.9,51.8,8,19.3,99.0,Moderate,6,4,4,False
2020-06-13,68.0,24.0,14.0,99.0,12.0,99.0,33.72,25.0,29.06,32.11,73.7,72.0,0.0,0.0,9.5,56.6,47.2,7,19.2,97.0,Moderate,6,5,5,True
2020-06-14,64.0,30.0,17.0,97.0,12.0,97.0,34.33,25.72,29.83,33.83,74.5,70.7,0.0,0.0,11.8,91.7,38.6,8,20.9,95.0,Moderate,6,6,6,True
2020-06-15,76.0,23.0,18.0,95.0,13.0,95.0,32.61,27.0,29.44,34.89,76.7,76.7,0.0,0.0,13.9,85.4,57.1,6,16.3,74.0,Moderate,6,0,0,False
2020-06-16,74.0,24.0,24.0,59.0,11.0,74.0,33.61,26.0,29.39,33.72,75.5,74.4,0.004,8.33,15.7,93.5,49.8,7,16.8,74.0,Moderate,6,1,1,False
2020-06-17,74.0,23.0,20.0,73.0,12.0,74.0,34.11,25.28,29.5,33.11,74.1,71.3,0.0,0.0,15.8,94.8,43.5,8,19.8,79.0,Moderate,6,2,2,False
2020-06-18,67.0,24.0,20.0,79.0,9.0,79.0,33.0,26.0,29.44,33.56,74.8,72.6,0.0,0.0,11.4,55.4,50.1,8,17.6,75.0,Moderate,6,3,3,False
2020-06-19,57.0,22.0,14.0,75.0,11.0,75.0,32.11,25.72,28.06,30.72,74.3,77.0,0.235,4.17,9.2,247.0,56.2,6,14.4,92.0,Moderate,6,4,4,False
2020-06-20,73.0,23.0,20.0,92.0,17.0,92.0,34.0,25.0,29.06,32.11,73.9,72.6,0.0,0.0,12.8,81.5,52.6,8,19.1,90.0,Moderate,6,5,5,True
2020-06-21,67.0,22.0,17.0,90.0,10.0,90.0,33.39,24.72,28.72,31.94,73.9,73.9,0.0,0.0,12.8,13.4,47.5,8,16.8,71.0,Moderate,6,6,6,True
2020-06-22,71.0,25.0,19.0,69.0,11.0,71.0,31.06,25.72,28.33,31.56,74.5,76.3,0.0,0.0,10.9,93.6,57.8,5,12.1,70.0,Moderate,6,0,0,False
2020-06-23,58.0,22.0,21.0,70.0,15.0,70.0,32.06,24.0,27.78,30.28,74.2,78.6,0.282,8.33,16.1,80.7,54.1,5,13.9,124.0,Unhealthy,6,1,1,False
2020-06-24,58.0,22.0,16.0,124.0,19.0,124.0,32.83,25.0,28.0,30.44,73.6,76.0,0.0,0.0,6.9,225.3,51.1,7,17.7,85.0,Moderate,6,2,2,False
2020-06-25,80.0,25.0,53.0,85.0,23.0,85.0,33.39,25.0,28.78,31.61,73.5,72.6,0.0,0.0,11.0,56.1,41.9,8,19.5,97.0,Moderate,6,3,3,False
2020-06-26,78.0,24.0,23.0,97.0,19.0,97.0,32.72,25.0,29.0,32.61,74.6,74.0,0.0,0.0,12.8,64.0,47.4,8,19.2,75.0,Moderate,6,4,4,False
2020-06-27,75.0,25.0,18.0,69.0,14.0,75.0,33.0,25.28,29.0,32.56,74.3,73.3,0.0,0.0,12.6,85.6,50.5,8,18.6,81.0,Moderate,6,5,5,True
2020-06-28,80.0,25.0,16.0,81.0,11.0,81.0,33.72,25.61,29.11,32.22,73.2,70.4,0.0,0.0,12.5,73.0,51.2,8,19.0,90.0,Moderate,6,6,6,True
2020-06-29,78.0,24.0,15.0,90.0,15.0,90.0,34.0,25.61,29.56,32.89,72.8,67.8,0.0,0.0,15.3,86.8,37.7,8,20.4,86.0,Moderate,6,0,0,False
2020-06-30,79.0,24.0,18.0,86.0,15.0,86.0,33.72,25.0,29.06,32.28,73.6,71.8,0.0,0.0,14.5,92.6,35.7,8,20.1,94.0,Moderate,6,1,1,False
2020-07-01,74.0,29.0,15.0,94.0,14.0,94.0,34.11,25.0,29.17,32.0,72.8,69.5,0.004,4.17,14.2,92.0,38.6,8,19.4,79.0,Moderate,7,2,2,False
2020-07-02,79.0,24.0,20.0,71.0,13.0,79.0,31.0,25.0,27.17,29.28,74.2,80.4,2.301,8.33,15.9,246.5,56.3,4,8.8,88.0,Moderate,7,3,3,False
2020-07-03,58.0,27.0,23.0,88.0,14.0,88.0,32.0,25.0,28.11,30.28,73.2,74.5,2.244,12.5,13.6,92.7,58.3,8,17.1,71.0,Moderate,7,4,4,False
2020-07-04,70.0,23.0,16.0,71.0,14.0,71.0,31.83,25.0,28.39,31.28,73.4,73.3,0.001,4.17,13.1,75.6,54.1,8,17.2,67.0,Moderate,7,5,5,True
2020-07-05,67.0,24.0,16.0,57.0,12.0,67.0,32.72,24.61,28.94,31.5,71.4,66.7,0.0,0.0,18.0,96.2,47.7,8,18.8,75.0,Moderate,7,6,6,True
2020-07-06,75.0,39.0,16.0,66.0,16.0,75.0,33.28,23.28,28.67,30.72,71.4,68.3,0.001,4.17,15.0,99.0,48.0,8,19.5,63.0,Moderate,7,0,0,False
2020-07-07,57.0,30.0,15.0,63.0,16.0,63.0,33.0,24.28,28.44,30.83,72.7,72.5,0.039,4.17,11.7,84.2,46.6,7,15.8,90.0,Moderate,7,1,1,False
2020-07-08,69.0,28.0,15.0,90.0,15.0,90.0,32.72,25.0,28.67,31.44,73.0,71.4,0.0,0.0,12.6,253.1,47.4,8,18.2,102.0,Unhealthy,7,2,2,False
2020-07-09,60.0,22.0,14.0,102.0,12.0,102.0,32.72,24.0,27.89,30.11,72.6,73.7,0.0,0.0,10.1,285.8,45.0,7,18.5,113.0,Unhealthy,7,3,3,False
2020-07-10,70.0,24.0,21.0,113.0,19.0,113.0,31.39,24.0,27.83,30.11,73.5,76.1,0.343,8.33,9.2,77.7,51.4,8,16.4,111.0,Unhealthy,7,4,4,False
2020-07-11,86.0,23.0,20.0,111.0,16.0,111.0,32.72,25.0,28.56,31.61,74.7,76.4,0.103,8.33,15.0,53.6,45.3,8,18.2,79.0,Moderate,7,5,5,True
2020-07-12,68.0,22.0,24.0,79.0,9.0,79.0,32.72,25.0,28.78,32.06,74.5,74.8,0.0,0.0,14.6,110.1,47.8,8,19.4,71.0,Moderate,7,6,6,True
2020-07-13,68.0,25.0,20.0,71.0,13.0,71.0,32.28,26.0,29.0,32.28,73.6,71.4,0.0,0.0,13.9,91.2,52.0,7,18.7,71.0,Moderate,7,0,0,False
2020-07-14,69.0,23.0,15.0,71.0,16.0,71.0,31.94,25.28,28.67,32.17,74.3,74.3,0.004,8.33,15.3,89.3,56.1,7,16.2,63.0,Moderate,7,1,1,False
2020-07-15,63.0,22.0,14.0,51.0,12.0,63.0,31.0,24.0,27.44,29.56,73.6,78.1,0.557,12.5,19.1,103.9,59.8,6,14.7,55.0,Moderate,7,2,2,False
2020-07-16,55.0,27.0,13.0,52.0,11.0,55.0,30.72,26.0,28.28,31.61,74.2,75.3,0.038,4.17,16.1,98.3,63.1,4,9.6,68.0,Moderate,7,3,3,False
2020-07-17,66.0,31.0,17.0,68.0,14.0,68.0,32.72,24.28,29.0,32.5,74.0,72.3,0.0,0.0,13.9,42.6,46.2,8,19.9,84.0,Moderate,7,4,4,False
2020-07-18,59.0,25.0,17.0,84.0,15.0,84.0,32.72,24.61,28.94,32.06,73.9,72.7,0.001,4.17,13.9,69.6,52.4,8,20.1,90.0,Moderate,7,5,5,True
2020-07-19,71.0,25.0,21.0,90.0,10.0,90.0,33.39,25.0,28.78,31.5,73.5,72.6,0.0,0.0,10.6,69.4,43.5,8,20.3,119.0,Unhealthy,7,6,6,True
2020-07-20,66.0,20.0,14.0,119.0,12.0,119.0,32.0,25.0,28.72,31.78,73.6,72.8,0.001,4.17,16.9,85.5,47.8,8,19.1,95.0,Moderate,7,0,0,False
2020-07-21,87.0,24.0,48.0,95.0,14.0,95.0,32.0,25.0,28.17,31.39,74.7,77.6,0.0,0.0,11.0,13.7,49.3,7,17.7,75.0,Moderate,7,1,1,False
2020-07-22,63.0,23.0,20.0,75.0,15.0,75.0,33.39,24.28,28.78,32.17,74.3,74.3,0.001,4.17,14.8,74.4,47.2,8,18.1,130.0,Unhealthy,7,2,2,False
2020-07-23,63.0,25.0,15.0,130.0,11.0,130.0,32.72,25.0,29.06,32.28,73.6,71.3,0.0,0.0,12.6,32.7,49.1,8,18.5,98.0,Moderate,7,3,3,False
2020-07-24,67.0,24.0,18.0,98.0,13.0,98.0,33.06,25.28,29.11,32.11,72.7,69.3,0.001,4.17,14.5,68.3,44.4,8,20.4,92.0,Moderate,7,4,4,False
2020-07-25,69.0,24.0,13.0,92.0,11.0,92.0,33.39,24.0,29.0,31.28,71.3,66.9,0.0,0.0,10.6,86.3,49.6,8,20.7,79.0,Moderate,7,5,5,True
2020-07-26,62.0,26.0,11.0,79.0,10.0,79.0,32.33,23.61,28.22,29.56,68.9,64.0,0.0,0.0,16.1,101.1,39.9,8,21.8,89.0,Moderate,7,6,6,True
2020-07-27,67.0,31.0,12.0,89.0,12.0,89.0,33.11,23.28,28.22,29.44,68.3,63.2,0.0,0.0,12.1,91.4,28.8,8,21.0,160.0,Unhealthy,7,0,0,False
2020-07-28,71.0,24.0,21.0,160.0,14.0,160.0,34.11,23.28,28.22,29.61,69.6,66.2,0.0,0.0,10.3,354.6,36.1,9,21.4,164.0,Unhealthy,7,1,1,False
2020-07-29,67.0,24.0,17.0,164.0,14.0,164.0,33.0,24.0,28.44,30.0,69.7,65.3,0.0,0.0,13.6,305.0,42.1,9,21.5,136.0,Unhealthy,7,2,2,False
2020-07-30,76.0,24.0,14.0,136.0,14.0,136.0,32.39,24.0,28.17,29.83,70.2,67.1,0.0,0.0,8.8,351.2,48.1,8,20.5,115.0,Unhealthy,7,3,3,False
2020-07-31,68.0,25.0,13.0,115.0,14.0,115.0,32.0,23.28,28.0,28.67,65.1,57.1,0.0,0.0,8.8,100.2,47.9,8,19.0,134.0,Unhealthy,7,4,4,False
2020-08-01,69.0,22.0,16.0,134.0,14.0,134.0,32.72,22.28,27.61,28.72,67.8,64.4,0.0,0.0,11.4,355.9,37.6,9,22.4,102.0,Unhealthy,8,5,5,True
2020-08-02,91.0,27.0,26.0,102.0,16.0,102.0,33.39,23.28,28.06,30.0,70.4,68.0,0.0,0.0,11.1,300.2,48.8,9,21.4,95.0,Moderate,8,6,6,True
2020-08-03,95.0,26.0,19.0,90.0,16.0,95.0,33.33,24.28,28.89,31.67,72.3,69.0,0.0,0.0,13.1,90.7,48.5,8,21.4,91.0,Moderate,8,0,0,False
2020-08-04,73.0,27.0,12.0,91.0,12.0,91.0,32.72,26.0,29.0,32.22,72.9,69.8,0.0,0.0,13.9,78.4,53.9,6,13.7,86.0,Moderate,8,1,1,False
2020-08-05,86.0,26.0,15.0,84.0,15.0,86.0,32.0,24.28,28.33,31.33,73.1,72.7,0.0,0.0,9.4,345.2,44.6,8,20.3,108.0,Unhealthy,8,2,2,False
2020-08-06,88.0,27.0,21.0,108.0,16.0,108.0,33.39,25.0,29.11,32.56,73.5,71.0,0.0,0.0,13.1,53.8,47.2,8,18.9,119.0,Unhealthy,8,3,3,False
2020-08-07,81.0,26.0,18.0,119.0,14.0,119.0,32.72,25.28,28.83,32.39,74.7,75.2,0.0,0.0,11.4,55.9,51.9,9,20.5,79.0,Moderate,8,4,4,False
2020-08-08,79.0,28.0,17.0,79.0,14.0,79.0,32.39,25.0,28.67,32.22,75.0,76.5,0.007,4.17,9.7,25.1,54.7,7,17.3,82.0,Moderate,8,5,5,True
2020-08-09,74.0,25.0,17.0,82.0,12.0,82.0,33.39,25.0,28.39,31.61,75.3,78.3,1.239,12.5,13.6,57.1,58.6,8,19.7,81.0,Moderate,8,6,6,True
2020-08-10,81.0,25.0,19.0,76.0,12.0,81.0,33.39,25.0,28.89,31.94,73.7,73.0,0.0,0.0,13.4,76.1,47.3,8,20.5,96.0,Moderate,8,0,0,False
2020-08-11,96.0,26.0,19.0,78.0,12.0,96.0,33.06,25.28,28.06,31.0,74.4,77.2,0.001,4.17,10.6,186.6,56.1,8,17.6,93.0,Moderate,8,1,1,False
2020-08-12,93.0,25.0,37.0,68.0,18.0,93.0,32.61,25.28,28.72,31.78,73.9,73.4,0.0,0.0,13.1,87.0,53.8,6,12.9,81.0,Moderate,8,2,2,False
2020-08-13,81.0,24.0,19.0,58.0,13.0,81.0,30.39,23.0,26.67,28.83,74.4,83.6,1.58,12.5,11.1,271.9,60.1,7,16.6,68.0,Moderate,8,3,3,False
2020-08-14,41.0,21.0,21.0,68.0,17.0,68.0,31.28,23.0,27.06,29.5,73.7,80.1,1.102,4.17,9.2,117.6,50.7,8,20.3,59.0,Moderate,8,4,4,False
2020-08-15,58.0,23.0,24.0,59.0,14.0,59.0,32.72,24.28,28.39,31.39,74.3,76.2,0.0,0.0,12.8,74.1,47.3,8,18.9,68.0,Moderate,8,5,5,True
2020-08-16,52.0,24.0,20.0,68.0,10.0,68.0,33.11,24.0,28.78,31.94,73.9,73.5,0.006,4.17,14.9,51.3,48.8,9,20.1,67.0,Moderate,8,6,6,True
